county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
Solano,2020-06-26,28.0,5.0,33.0,707.0,8.0,0.0,39.0
San Mateo,2020-06-26,20.0,1.0,21.0,1089.0,8.0,0.0,55.0
Contra Costa,2020-06-26,42.0,23.0,65.0,1579.0,10.0,2.0,132.0
Stanislaus,2020-06-27,98.0,31.0,129.0,1364.0,33.0,2.0,86.0
Lassen,2020-06-27,0.0,0.0,0.0,25.0,0.0,0.0,
Contra Costa,2020-06-27,38.0,25.0,63.0,1579.0,10.0,3.0,130.0
Kern,2020-06-27,142.0,34.0,176.0,1742.0,42.0,10.0,70.0
Shasta,2020-06-27,5.0,0.0,5.0,667.0,1.0,0.0,3.0
Madera,2020-06-27,12.0,10.0,22.0,528.0,0.0,0.0,15.0
Amador,2020-06-27,0.0,0.0,0.0,51.0,0.0,0.0,0.0
Mendocino,2020-06-27,0.0,0.0,0.0,180.0,0.0,0.0,5.0
Yolo,2020-06-27,5.0,1.0,6.0,186.0,1.0,1.0,4.0
Del Norte,2020-06-27,1.0,0.0,1.0,51.0,0.0,0.0,0.0
Tuolumne,2020-06-27,1.0,1.0,2.0,151.0,0.0,1.0,3.0
Marin,2020-06-27,12.0,2.0,14.0,390.0,5.0,0.0,16.0
Fresno,2020-06-27,111.0,53.0,164.0,2016.0,27.0,2.0,73.0
San Joaquin,2020-06-27,126.0,28.0,154.0,1430.0,30.0,7.0,47.0
Alameda,2020-06-27,99.0,40.0,139.0,2968.0,36.0,11.0,115.0
Napa,2020-06-27,7.0,1.0,8.0,397.0,5.0,0.0,1.0
Mono,2020-06-27,0.0,0.0,0.0,40.0,0.0,0.0,2.0
Modoc,2020-06-27,0.0,0.0,0.0,41.0,0.0,0.0,
Solano,2020-06-27,31.0,5.0,36.0,707.0,9.0,0.0,39.0
San Luis Obispo,2020-06-27,8.0,3.0,11.0,470.0,2.0,0.0,38.0
Inyo,2020-06-27,0.0,0.0,0.0,42.0,0.0,0.0,3.0
San Francisco,2020-06-27,56.0,16.0,72.0,2647.0,21.0,4.0,103.0
Glenn,2020-06-27,0.0,1.0,1.0,47.0,0.0,0.0,
Los Angeles,2020-06-27,1710.0,606.0,2316.0,23683.0,443.0,80.0,1244.0
Merced,2020-06-27,15.0,0.0,15.0,242.0,6.0,0.0,3.0
Lake,2020-06-27,0.0,3.0,3.0,110.0,0.0,2.0,0.0
El Dorado,2020-06-27,1.0,1.0,2.0,235.0,1.0,1.0,9.0
Imperial,2020-06-27,77.0,2.0,79.0,237.0,17.0,0.0,8.0
Placer,2020-06-27,11.0,3.0,14.0,753.0,3.0,0.0,36.0
Plumas,2020-06-27,0.0,0.0,0.0,45.0,0.0,0.0,
Santa Cruz,2020-06-27,9.0,6.0,15.0,397.0,1.0,0.0,4.0
Riverside,2020-06-27,340.0,145.0,485.0,3980.0,108.0,23.0,88.0
Nevada,2020-06-27,1.0,3.0,4.0,126.0,1.0,1.0,7.0
San Diego,2020-06-27,363.0,74.0,437.0,5950.0,154.0,14.0,320.0
Sonoma,2020-06-27,10.0,3.0,13.0,871.0,5.0,3.0,49.0
Tehama,2020-06-27,0.0,0.0,0.0,106.0,0.0,0.0,3.0
Santa Clara,2020-06-27,77.0,18.0,95.0,3438.0,28.0,1.0,185.0
Orange,2020-06-27,492.0,103.0,595.0,6976.0,170.0,22.0,401.0
Colusa,2020-06-27,1.0,1.0,2.0,88.0,0.0,0.0,6.0
Sacramento,2020-06-27,77.0,17.0,94.0,2438.0,20.0,8.0,79.0
San Bernardino,2020-06-27,353.0,79.0,432.0,4821.0,130.0,9.0,124.0
Mariposa,2020-06-27,0.0,0.0,0.0,30.0,0.0,0.0,
Siskiyou,2020-06-27,0.0,0.0,0.0,65.0,0.0,0.0,5.0
Sutter,2020-06-27,0.0,0.0,0.0,14.0,0.0,0.0,
Kings,2020-06-27,54.0,1.0,55.0,199.0,6.0,0.0,5.0
Yuba,2020-06-27,6.0,0.0,6.0,445.0,1.0,0.0,8.0
San Benito,2020-06-27,0.0,0.0,0.0,25.0,0.0,0.0,2.0
San Mateo,2020-06-27,23.0,4.0,27.0,1089.0,8.0,1.0,54.0
Trinity,2020-06-27,0.0,1.0,1.0,54.0,0.0,0.0,
Monterey,2020-06-27,19.0,2.0,21.0,824.0,11.0,0.0,84.0
Ventura,2020-06-27,65.0,41.0,106.0,1348.0,16.0,9.0,46.0
Tulare,2020-06-27,54.0,7.0,61.0,835.0,10.0,0.0,13.0
Calaveras,2020-06-27,1.0,0.0,1.0,50.0,1.0,0.0,9.0
Humboldt,2020-06-27,1.0,3.0,4.0,352.0,0.0,1.0,1.0
Butte,2020-06-27,5.0,0.0,5.0,448.0,2.0,0.0,5.0
Santa Barbara,2020-06-27,60.0,5.0,65.0,717.0,21.0,1.0,70.0
Orange,2020-06-28,485.0,110.0,595.0,6976.0,175.0,18.0,417.0
San Diego,2020-06-28,373.0,85.0,458.0,5865.0,160.0,18.0,314.0
San Mateo,2020-06-28,27.0,5.0,32.0,1089.0,11.0,0.0,54.0
Santa Clara,2020-06-28,83.0,22.0,105.0,3438.0,32.0,1.0,187.0
Sonoma,2020-06-28,11.0,1.0,12.0,871.0,6.0,1.0,48.0
Mariposa,2020-06-28,0.0,0.0,0.0,30.0,0.0,0.0,
Madera,2020-06-28,9.0,7.0,16.0,528.0,0.0,1.0,15.0
Kern,2020-06-28,146.0,9.0,155.0,1742.0,53.0,1.0,75.0
Lassen,2020-06-28,0.0,0.0,0.0,25.0,0.0,0.0,
Colusa,2020-06-28,0.0,0.0,0.0,88.0,0.0,0.0,6.0
Stanislaus,2020-06-28,108.0,28.0,136.0,1365.0,36.0,2.0,83.0
San Francisco,2020-06-28,59.0,10.0,69.0,2647.0,22.0,3.0,103.0
Santa Barbara,2020-06-28,66.0,3.0,69.0,717.0,21.0,0.0,73.0
San Luis Obispo,2020-06-28,8.0,2.0,10.0,458.0,2.0,0.0,38.0
Monterey,2020-06-28,26.0,0.0,26.0,824.0,10.0,0.0,79.0
Marin,2020-06-28,15.0,4.0,19.0,390.0,5.0,0.0,16.0
Kings,2020-06-28,53.0,1.0,54.0,199.0,6.0,0.0,1.0
Modoc,2020-06-28,0.0,0.0,0.0,41.0,0.0,0.0,
San Joaquin,2020-06-28,129.0,31.0,160.0,1430.0,34.0,6.0,52.0
Calaveras,2020-06-28,1.0,1.0,2.0,50.0,1.0,0.0,10.0
Contra Costa,2020-06-28,32.0,18.0,50.0,1579.0,13.0,5.0,130.0
Butte,2020-06-28,5.0,0.0,5.0,448.0,2.0,0.0,4.0
Tehama,2020-06-28,0.0,0.0,0.0,106.0,0.0,0.0,2.0
Yolo,2020-06-28,3.0,1.0,4.0,186.0,1.0,1.0,1.0
Fresno,2020-06-28,118.0,48.0,166.0,2012.0,30.0,1.0,68.0
Inyo,2020-06-28,0.0,0.0,0.0,42.0,0.0,0.0,3.0
Humboldt,2020-06-28,1.0,3.0,4.0,352.0,0.0,1.0,1.0
San Bernardino,2020-06-28,376.0,83.0,459.0,4821.0,135.0,12.0,124.0
Santa Cruz,2020-06-28,9.0,10.0,19.0,397.0,0.0,0.0,7.0
Glenn,2020-06-28,0.0,1.0,1.0,47.0,0.0,0.0,
Ventura,2020-06-28,66.0,32.0,98.0,1348.0,21.0,8.0,62.0
Sacramento,2020-06-28,87.0,19.0,106.0,2435.0,21.0,9.0,70.0
Riverside,2020-06-28,367.0,115.0,482.0,3976.0,106.0,18.0,96.0
Tulare,2020-06-28,66.0,5.0,71.0,835.0,12.0,0.0,5.0
Imperial,2020-06-28,72.0,2.0,74.0,237.0,17.0,0.0,1.0
Mendocino,2020-06-28,0.0,0.0,0.0,180.0,0.0,0.0,5.0
Lake,2020-06-28,2.0,0.0,2.0,110.0,2.0,0.0,1.0
Plumas,2020-06-28,0.0,0.0,0.0,45.0,0.0,0.0,
Solano,2020-06-28,30.0,5.0,35.0,707.0,7.0,0.0,39.0
Yuba,2020-06-28,7.0,0.0,7.0,445.0,1.0,0.0,17.0
Napa,2020-06-28,7.0,3.0,10.0,397.0,5.0,2.0,6.0
Sutter,2020-06-28,0.0,0.0,0.0,14.0,0.0,0.0,
Merced,2020-06-28,19.0,0.0,19.0,242.0,6.0,0.0,2.0
Nevada,2020-06-28,1.0,3.0,4.0,125.0,1.0,2.0,2.0
Tuolumne,2020-06-28,1.0,0.0,1.0,151.0,0.0,0.0,1.0
Del Norte,2020-06-28,1.0,1.0,2.0,51.0,1.0,1.0,0.0
Placer,2020-06-28,13.0,5.0,18.0,753.0,4.0,0.0,33.0
Alameda,2020-06-28,102.0,39.0,141.0,2968.0,35.0,10.0,124.0
El Dorado,2020-06-28,1.0,3.0,4.0,235.0,1.0,3.0,6.0
San Benito,2020-06-28,0.0,0.0,0.0,25.0,0.0,0.0,3.0
Trinity,2020-06-28,0.0,4.0,4.0,54.0,0.0,0.0,
Amador,2020-06-28,0.0,0.0,0.0,51.0,0.0,0.0,0.0
Shasta,2020-06-28,8.0,2.0,10.0,667.0,1.0,0.0,7.0
Los Angeles,2020-06-28,1783.0,682.0,2465.0,23562.0,469.0,97.0,1320.0
Siskiyou,2020-06-28,0.0,0.0,0.0,65.0,0.0,0.0,4.0
Mono,2020-06-28,0.0,0.0,0.0,40.0,0.0,0.0,2.0
Modoc,2020-06-29,0.0,0.0,0.0,41.0,0.0,0.0,
Imperial,2020-06-29,70.0,2.0,72.0,237.0,16.0,0.0,5.0
Trinity,2020-06-29,0.0,5.0,5.0,54.0,0.0,0.0,
Sutter,2020-06-29,0.0,0.0,0.0,14.0,0.0,0.0,
Siskiyou,2020-06-29,0.0,0.0,0.0,65.0,0.0,0.0,4.0
Alameda,2020-06-29,111.0,35.0,146.0,2968.0,38.0,6.0,138.0
Del Norte,2020-06-29,1.0,0.0,1.0,51.0,1.0,0.0,0.0
Humboldt,2020-06-29,0.0,3.0,3.0,352.0,0.0,1.0,2.0
Sonoma,2020-06-29,11.0,1.0,12.0,871.0,7.0,1.0,50.0
Stanislaus,2020-06-29,113.0,29.0,142.0,1363.0,35.0,3.0,74.0
Shasta,2020-06-29,9.0,3.0,12.0,667.0,1.0,0.0,7.0
San Francisco,2020-06-29,63.0,16.0,79.0,2647.0,22.0,4.0,120.0
Tulare,2020-06-29,74.0,6.0,80.0,835.0,13.0,0.0,12.0
Napa,2020-06-29,7.0,3.0,10.0,397.0,6.0,2.0,0.0
Solano,2020-06-29,39.0,5.0,44.0,707.0,8.0,0.0,42.0
San Benito,2020-06-29,0.0,0.0,0.0,25.0,0.0,0.0,1.0
Monterey,2020-06-29,33.0,2.0,35.0,824.0,7.0,1.0,84.0
Santa Clara,2020-06-29,87.0,18.0,105.0,3438.0,31.0,2.0,190.0
Los Angeles,2020-06-29,1889.0,622.0,2511.0,23622.0,504.0,91.0,1239.0
Placer,2020-06-29,13.0,9.0,22.0,753.0,4.0,1.0,33.0
Sacramento,2020-06-29,98.0,32.0,130.0,2430.0,28.0,6.0,80.0
El Dorado,2020-06-29,1.0,1.0,2.0,235.0,1.0,1.0,9.0
Yuba,2020-06-29,8.0,0.0,8.0,445.0,3.0,0.0,11.0
Lassen,2020-06-29,0.0,0.0,0.0,25.0,0.0,0.0,
Butte,2020-06-29,6.0,1.0,7.0,448.0,2.0,1.0,9.0
Lake,2020-06-29,2.0,0.0,2.0,110.0,2.0,0.0,1.0
Santa Cruz,2020-06-29,10.0,6.0,16.0,397.0,1.0,0.0,12.0
Orange,2020-06-29,510.0,114.0,624.0,6976.0,176.0,24.0,410.0
Santa Barbara,2020-06-29,62.0,8.0,70.0,717.0,19.0,2.0,79.0
Madera,2020-06-29,9.0,6.0,15.0,528.0,0.0,0.0,16.0
Merced,2020-06-29,16.0,2.0,18.0,242.0,6.0,0.0,3.0
Fresno,2020-06-29,116.0,54.0,170.0,2005.0,30.0,2.0,76.0
Amador,2020-06-29,1.0,0.0,1.0,51.0,1.0,0.0,1.0
Riverside,2020-06-29,405.0,102.0,507.0,4001.0,109.0,21.0,111.0
Plumas,2020-06-29,0.0,0.0,0.0,45.0,0.0,0.0,
Inyo,2020-06-29,0.0,0.0,0.0,42.0,0.0,0.0,2.0
Nevada,2020-06-29,3.0,4.0,7.0,127.0,2.0,1.0,1.0
Tuolumne,2020-06-29,1.0,0.0,1.0,151.0,0.0,0.0,0.0
Colusa,2020-06-29,0.0,0.0,0.0,88.0,0.0,0.0,6.0
Tehama,2020-06-29,0.0,0.0,0.0,106.0,0.0,0.0,1.0
San Diego,2020-06-29,395.0,98.0,493.0,5848.0,156.0,26.0,324.0
Glenn,2020-06-29,0.0,0.0,0.0,47.0,0.0,0.0,
San Mateo,2020-06-29,33.0,8.0,41.0,1089.0,15.0,1.0,55.0
Kern,2020-06-29,151.0,9.0,160.0,1742.0,53.0,2.0,74.0
Marin,2020-06-29,25.0,4.0,29.0,390.0,8.0,1.0,8.0
Mendocino,2020-06-29,0.0,0.0,0.0,180.0,0.0,0.0,3.0
San Luis Obispo,2020-06-29,9.0,6.0,15.0,455.0,2.0,1.0,42.0
Mariposa,2020-06-29,0.0,0.0,0.0,30.0,0.0,0.0,
Yolo,2020-06-29,3.0,1.0,4.0,186.0,1.0,0.0,1.0
San Joaquin,2020-06-29,133.0,26.0,159.0,1430.0,35.0,3.0,53.0
Mono,2020-06-29,0.0,0.0,0.0,40.0,0.0,0.0,2.0
Calaveras,2020-06-29,1.0,1.0,2.0,50.0,1.0,0.0,10.0
Ventura,2020-06-29,74.0,37.0,111.0,1346.0,26.0,4.0,45.0
Kings,2020-06-29,55.0,1.0,56.0,199.0,6.0,0.0,2.0
Contra Costa,2020-06-29,37.0,24.0,61.0,1579.0,14.0,5.0,142.0
San Bernardino,2020-06-29,393.0,85.0,478.0,4821.0,138.0,10.0,140.0
Inyo,2020-06-30,0.0,0.0,0.0,42.0,0.0,0.0,3.0
Orange,2020-06-30,542.0,120.0,662.0,6976.0,192.0,20.0,386.0
Lake,2020-06-30,3.0,2.0,5.0,110.0,1.0,2.0,1.0
Kern,2020-06-30,163.0,12.0,175.0,1742.0,60.0,1.0,69.0
Alameda,2020-06-30,116.0,41.0,157.0,2968.0,43.0,6.0,143.0
Siskiyou,2020-06-30,0.0,0.0,0.0,65.0,0.0,0.0,6.0
Colusa,2020-06-30,1.0,2.0,3.0,88.0,0.0,0.0,6.0
Yuba,2020-06-30,5.0,0.0,5.0,445.0,3.0,0.0,8.0
San Bernardino,2020-06-30,406.0,85.0,491.0,4821.0,142.0,21.0,120.0
Mendocino,2020-06-30,0.0,0.0,0.0,180.0,0.0,0.0,4.0
Riverside,2020-06-30,419.0,112.0,531.0,4001.0,117.0,21.0,105.0
Santa Cruz,2020-06-30,10.0,6.0,16.0,397.0,1.0,0.0,15.0
Humboldt,2020-06-30,1.0,3.0,4.0,352.0,0.0,1.0,1.0
Marin,2020-06-30,25.0,4.0,29.0,390.0,10.0,1.0,5.0
Tuolumne,2020-06-30,1.0,0.0,1.0,151.0,0.0,0.0,1.0
Amador,2020-06-30,1.0,1.0,2.0,51.0,1.0,0.0,0.0
Sacramento,2020-06-30,106.0,21.0,127.0,2451.0,29.0,2.0,86.0
San Joaquin,2020-06-30,140.0,56.0,196.0,1430.0,37.0,8.0,42.0
Glenn,2020-06-30,0.0,0.0,0.0,47.0,0.0,0.0,
Fresno,2020-06-30,129.0,42.0,171.0,2016.0,33.0,4.0,74.0
Madera,2020-06-30,8.0,2.0,10.0,528.0,0.0,0.0,17.0
Modoc,2020-06-30,0.0,0.0,0.0,41.0,0.0,0.0,
Calaveras,2020-06-30,1.0,2.0,3.0,50.0,1.0,1.0,10.0
Solano,2020-06-30,41.0,5.0,46.0,707.0,13.0,0.0,36.0
Mariposa,2020-06-30,0.0,0.0,0.0,30.0,0.0,0.0,
Ventura,2020-06-30,76.0,43.0,119.0,1346.0,22.0,12.0,43.0
Santa Clara,2020-06-30,81.0,12.0,93.0,3438.0,33.0,1.0,177.0
Sonoma,2020-06-30,11.0,4.0,15.0,871.0,7.0,1.0,50.0
Yolo,2020-06-30,4.0,1.0,5.0,186.0,1.0,1.0,0.0
Merced,2020-06-30,15.0,1.0,16.0,242.0,4.0,1.0,3.0
Santa Barbara,2020-06-30,64.0,6.0,70.0,717.0,20.0,1.0,73.0
Plumas,2020-06-30,0.0,0.0,0.0,45.0,0.0,0.0,
Lassen,2020-06-30,0.0,0.0,0.0,25.0,0.0,0.0,
San Benito,2020-06-30,1.0,0.0,1.0,25.0,0.0,0.0,0.0
San Diego,2020-06-30,391.0,62.0,453.0,6164.0,158.0,15.0,335.0
El Dorado,2020-06-30,3.0,1.0,4.0,235.0,1.0,1.0,3.0
Imperial,2020-06-30,72.0,2.0,74.0,237.0,18.0,0.0,3.0
Shasta,2020-06-30,10.0,2.0,12.0,667.0,2.0,0.0,9.0
Napa,2020-06-30,7.0,2.0,9.0,397.0,7.0,1.0,1.0
Tulare,2020-06-30,73.0,6.0,79.0,835.0,14.0,0.0,11.0
San Mateo,2020-06-30,40.0,7.0,47.0,1089.0,18.0,1.0,49.0
Trinity,2020-06-30,0.0,0.0,0.0,54.0,0.0,0.0,
Nevada,2020-06-30,4.0,3.0,7.0,121.0,2.0,0.0,4.0
San Francisco,2020-06-30,68.0,12.0,80.0,2647.0,28.0,5.0,113.0
Monterey,2020-06-30,36.0,5.0,41.0,824.0,7.0,0.0,89.0
Los Angeles,2020-06-30,1893.0,645.0,2538.0,23639.0,526.0,102.0,1170.0
San Luis Obispo,2020-06-30,9.0,3.0,12.0,456.0,3.0,1.0,42.0
Del Norte,2020-06-30,1.0,0.0,1.0,51.0,1.0,0.0,0.0
Placer,2020-06-30,13.0,11.0,24.0,753.0,4.0,1.0,35.0
Contra Costa,2020-06-30,41.0,20.0,61.0,1579.0,17.0,6.0,140.0
Mono,2020-06-30,0.0,0.0,0.0,40.0,0.0,0.0,2.0
Sutter,2020-06-30,0.0,0.0,0.0,14.0,0.0,0.0,
Kings,2020-06-30,41.0,0.0,41.0,199.0,4.0,0.0,2.0
Butte,2020-06-30,6.0,0.0,6.0,448.0,2.0,0.0,9.0
Stanislaus,2020-06-30,118.0,52.0,170.0,1363.0,35.0,4.0,78.0
Tehama,2020-06-30,0.0,0.0,0.0,106.0,0.0,0.0,1.0
Sonoma,2020-07-01,13.0,4.0,17.0,871.0,4.0,1.0,51.0
Inyo,2020-07-01,0.0,0.0,0.0,42.0,0.0,0.0,4.0
Sutter,2020-07-01,0.0,0.0,0.0,14.0,0.0,0.0,
Stanislaus,2020-07-01,121.0,61.0,182.0,1372.0,38.0,6.0,82.0
San Joaquin,2020-07-01,128.0,35.0,163.0,1430.0,37.0,7.0,47.0
Tuolumne,2020-07-01,3.0,0.0,3.0,151.0,1.0,0.0,0.0
Orange,2020-07-01,556.0,149.0,705.0,5725.0,193.0,34.0,346.0
Tehama,2020-07-01,0.0,0.0,0.0,106.0,0.0,0.0,4.0
Sacramento,2020-07-01,109.0,27.0,136.0,2491.0,31.0,7.0,89.0
Mono,2020-07-01,0.0,0.0,0.0,40.0,0.0,0.0,2.0
Lake,2020-07-01,3.0,0.0,3.0,110.0,1.0,0.0,1.0
Napa,2020-07-01,7.0,1.0,8.0,397.0,7.0,1.0,41.0
Marin,2020-07-01,30.0,2.0,32.0,390.0,12.0,0.0,5.0
Alameda,2020-07-01,123.0,47.0,170.0,2968.0,43.0,12.0,141.0
Plumas,2020-07-01,0.0,0.0,0.0,45.0,0.0,0.0,
Lassen,2020-07-01,0.0,0.0,0.0,25.0,0.0,0.0,
Nevada,2020-07-01,4.0,2.0,6.0,122.0,2.0,0.0,4.0
Yuba,2020-07-01,8.0,1.0,9.0,445.0,2.0,1.0,7.0
Colusa,2020-07-01,0.0,2.0,2.0,88.0,0.0,0.0,6.0
Butte,2020-07-01,7.0,2.0,9.0,428.0,1.0,2.0,3.0
Contra Costa,2020-07-01,50.0,21.0,71.0,1579.0,19.0,7.0,143.0
Tulare,2020-07-01,78.0,5.0,83.0,835.0,15.0,0.0,9.0
Humboldt,2020-07-01,1.0,3.0,4.0,352.0,1.0,1.0,2.0
Riverside,2020-07-01,431.0,116.0,547.0,4014.0,123.0,20.0,106.0
Mendocino,2020-07-01,0.0,0.0,0.0,180.0,0.0,0.0,4.0
Imperial,2020-07-01,79.0,2.0,81.0,237.0,19.0,0.0,6.0
Fresno,2020-07-01,125.0,24.0,149.0,2028.0,32.0,5.0,80.0
El Dorado,2020-07-01,5.0,1.0,6.0,235.0,4.0,1.0,4.0
Placer,2020-07-01,13.0,20.0,33.0,753.0,4.0,1.0,28.0
Amador,2020-07-01,1.0,1.0,2.0,51.0,1.0,0.0,0.0
San Diego,2020-07-01,398.0,64.0,462.0,6183.0,159.0,16.0,319.0
Shasta,2020-07-01,7.0,1.0,8.0,667.0,2.0,0.0,6.0
San Bernardino,2020-07-01,428.0,88.0,516.0,4564.0,151.0,19.0,95.0
Kings,2020-07-01,40.0,1.0,41.0,199.0,6.0,1.0,3.0
Merced,2020-07-01,17.0,9.0,26.0,242.0,4.0,2.0,5.0
Ventura,2020-07-01,79.0,38.0,117.0,1328.0,24.0,8.0,47.0
Los Angeles,2020-07-01,1937.0,643.0,2580.0,21731.0,537.0,95.0,1092.0
Siskiyou,2020-07-01,0.0,0.0,0.0,65.0,0.0,0.0,3.0
Santa Clara,2020-07-01,82.0,18.0,100.0,3438.0,35.0,5.0,168.0
Santa Barbara,2020-07-01,62.0,4.0,66.0,717.0,24.0,0.0,62.0
San Luis Obispo,2020-07-01,8.0,6.0,14.0,472.0,3.0,1.0,40.0
Madera,2020-07-01,15.0,7.0,22.0,528.0,5.0,1.0,17.0
Calaveras,2020-07-01,2.0,0.0,2.0,50.0,2.0,0.0,8.0
Yolo,2020-07-01,4.0,1.0,5.0,186.0,1.0,1.0,1.0
Mariposa,2020-07-01,0.0,0.0,0.0,30.0,0.0,0.0,
Trinity,2020-07-01,0.0,0.0,0.0,54.0,0.0,0.0,
Monterey,2020-07-01,41.0,2.0,43.0,824.0,10.0,0.0,81.0
Del Norte,2020-07-01,1.0,0.0,1.0,51.0,0.0,0.0,0.0
Santa Cruz,2020-07-01,10.0,0.0,10.0,397.0,1.0,0.0,21.0
Kern,2020-07-01,164.0,14.0,178.0,1742.0,58.0,0.0,70.0
Glenn,2020-07-01,0.0,0.0,0.0,47.0,0.0,0.0,
San Benito,2020-07-01,1.0,0.0,1.0,25.0,0.0,0.0,1.0
Solano,2020-07-01,48.0,9.0,57.0,707.0,13.0,0.0,36.0
San Francisco,2020-07-01,71.0,14.0,85.0,2647.0,31.0,2.0,110.0
San Mateo,2020-07-01,45.0,10.0,55.0,1089.0,20.0,1.0,51.0
Modoc,2020-07-01,0.0,2.0,2.0,41.0,0.0,0.0,
San Francisco,2020-07-02,66.0,16.0,82.0,2647.0,30.0,1.0,102.0
Siskiyou,2020-07-02,0.0,0.0,0.0,65.0,0.0,0.0,0.0
Tehama,2020-07-02,0.0,0.0,0.0,106.0,0.0,0.0,1.0
Yuba,2020-07-02,8.0,3.0,11.0,445.0,2.0,1.0,16.0
Colusa,2020-07-02,0.0,2.0,2.0,88.0,0.0,0.0,6.0
San Mateo,2020-07-02,52.0,4.0,56.0,1089.0,15.0,0.0,49.0
Placer,2020-07-02,17.0,22.0,39.0,753.0,4.0,0.0,24.0
Riverside,2020-07-02,465.0,111.0,576.0,4014.0,120.0,17.0,92.0
Kings,2020-07-02,38.0,1.0,39.0,199.0,7.0,1.0,1.0
Nevada,2020-07-02,5.0,1.0,6.0,114.0,3.0,0.0,4.0
Trinity,2020-07-02,0.0,0.0,0.0,54.0,0.0,0.0,
Amador,2020-07-02,1.0,0.0,1.0,51.0,1.0,0.0,0.0
Butte,2020-07-02,9.0,3.0,12.0,428.0,4.0,2.0,3.0
Modoc,2020-07-02,0.0,0.0,0.0,41.0,0.0,0.0,
Alameda,2020-07-02,141.0,52.0,193.0,2968.0,45.0,10.0,129.0
Kern,2020-07-02,173.0,33.0,206.0,1742.0,56.0,1.0,67.0
Solano,2020-07-02,39.0,9.0,48.0,707.0,13.0,1.0,38.0
San Benito,2020-07-02,1.0,0.0,1.0,25.0,0.0,0.0,1.0
Los Angeles,2020-07-02,1933.0,679.0,2612.0,23057.0,546.0,86.0,1153.0
Ventura,2020-07-02,80.0,42.0,122.0,1363.0,28.0,12.0,54.0
Merced,2020-07-02,19.0,4.0,23.0,242.0,4.0,1.0,2.0
Calaveras,2020-07-02,0.0,3.0,3.0,50.0,0.0,2.0,9.0
San Joaquin,2020-07-02,151.0,42.0,193.0,1430.0,37.0,6.0,54.0
El Dorado,2020-07-02,3.0,2.0,5.0,235.0,1.0,2.0,7.0
Yolo,2020-07-02,6.0,3.0,9.0,186.0,0.0,0.0,4.0
Sacramento,2020-07-02,128.0,21.0,149.0,2492.0,34.0,6.0,82.0
Inyo,2020-07-02,0.0,0.0,0.0,42.0,0.0,0.0,3.0
Lassen,2020-07-02,1.0,0.0,1.0,25.0,0.0,0.0,
Fresno,2020-07-02,128.0,17.0,145.0,2029.0,34.0,1.0,68.0
Tuolumne,2020-07-02,4.0,0.0,4.0,151.0,1.0,0.0,1.0
Santa Clara,2020-07-02,91.0,16.0,107.0,3438.0,33.0,2.0,172.0
Imperial,2020-07-02,86.0,3.0,89.0,237.0,17.0,1.0,6.0
Del Norte,2020-07-02,1.0,0.0,1.0,51.0,0.0,0.0,1.0
San Bernardino,2020-07-02,438.0,91.0,529.0,4793.0,156.0,13.0,85.0
Mariposa,2020-07-02,0.0,0.0,0.0,30.0,0.0,0.0,
Stanislaus,2020-07-02,133.0,76.0,209.0,1372.0,35.0,13.0,83.0
Mono,2020-07-02,0.0,0.0,0.0,40.0,0.0,0.0,2.0
San Diego,2020-07-02,380.0,79.0,459.0,6182.0,146.0,13.0,337.0
Monterey,2020-07-02,36.0,1.0,37.0,824.0,9.0,1.0,84.0
Marin,2020-07-02,27.0,3.0,30.0,390.0,8.0,0.0,12.0
Santa Barbara,2020-07-02,64.0,6.0,70.0,717.0,24.0,1.0,61.0
San Luis Obispo,2020-07-02,8.0,7.0,15.0,475.0,4.0,0.0,40.0
Madera,2020-07-02,17.0,1.0,18.0,528.0,2.0,0.0,21.0
Tulare,2020-07-02,77.0,2.0,79.0,835.0,12.0,0.0,23.0
Mendocino,2020-07-02,0.0,0.0,0.0,180.0,0.0,0.0,2.0
Orange,2020-07-02,584.0,132.0,716.0,6694.0,187.0,21.0,326.0
Lake,2020-07-02,3.0,1.0,4.0,110.0,1.0,0.0,1.0
Sonoma,2020-07-02,12.0,3.0,15.0,871.0,3.0,1.0,50.0
Humboldt,2020-07-02,1.0,0.0,1.0,352.0,1.0,0.0,2.0
Contra Costa,2020-07-02,56.0,20.0,76.0,1579.0,19.0,5.0,140.0
Plumas,2020-07-02,0.0,0.0,0.0,45.0,0.0,0.0,
Shasta,2020-07-02,7.0,1.0,8.0,667.0,2.0,0.0,8.0
Santa Cruz,2020-07-02,10.0,3.0,13.0,397.0,3.0,0.0,28.0
Sutter,2020-07-02,0.0,0.0,0.0,14.0,0.0,0.0,
Glenn,2020-07-02,0.0,1.0,1.0,47.0,0.0,0.0,
Napa,2020-07-02,7.0,2.0,9.0,397.0,3.0,0.0,43.0
Tehama,2020-07-03,0.0,0.0,0.0,106.0,0.0,0.0,1.0
Alameda,2020-07-03,157.0,51.0,208.0,2968.0,46.0,9.0,126.0
Marin,2020-07-03,28.0,3.0,31.0,392.0,8.0,0.0,11.0
Stanislaus,2020-07-03,137.0,73.0,210.0,1367.0,34.0,8.0,78.0
Solano,2020-07-03,38.0,9.0,47.0,707.0,14.0,1.0,35.0
